2,20785,第27回参議院選挙,55136,北海道,1
2,20785,第27回参議院選挙,55137,青森,2
2,20785,第27回参議院選挙,55138,岩手,3
2,20785,第27回参議院選挙,55139,宮城,4
2,20785,第27回参議院選挙,55140,秋田,5
2,20785,第27回参議院選挙,55141,山形,6
2,20785,第27回参議院選挙,55142,福島,7
2,20785,第27回参議院選挙,55143,茨城,8
2,20785,第27回参議院選挙,55144,栃木,9
2,20785,第27回参議院選挙,55145,群馬,10
2,20785,第27回参議院選挙,55146,埼玉,11
2,20785,第27回参議院選挙,55147,千葉,12
2,20785,第27回参議院選挙,55148,東京,13
2,20785,第27回参議院選挙,55149,神奈川,14
2,20785,第27回参議院選挙,55150,新潟,15
2,20785,第27回参議院選挙,55151,長野,16
2,20785,第27回参議院選挙,55152,山梨,17
2,20785,第27回参議院選挙,55153,富山,18
2,20785,第27回参議院選挙,55154,石川,19
2,20785,第27回参議院選挙,55155,福井,20
2,20785,第27回参議院選挙,55156,岐阜,21
2,20785,第27回参議院選挙,55157,静岡,22
2,20785,第27回参議院選挙,55158,愛知,23
2,20785,第27回参議院選挙,55159,三重,24
2,20785,第27回参議院選挙,55160,滋賀,25
2,20785,第27回参議院選挙,55161,京都,26
2,20785,第27回参議院選挙,55162,大阪,27
2,20785,第27回参議院選挙,55163,兵庫,28
2,20785,第27回参議院選挙,55164,奈良,29
2,20785,第27回参議院選挙,55165,和歌山,30
2,20785,第27回参議院選挙,55166,鳥取 島根,31
2,20785,第27回参議院選挙,55167,岡山,33
2,20785,第27回参議院選挙,55168,広島,34
2,20785,第27回参議院選挙,55169,山口,35
2,20785,第27回参議院選挙,55170,徳島 高知,36
2,20785,第27回参議院選挙,55171,香川,37
2,20785,第27回参議院選挙,55172,愛媛,38
2,20785,第27回参議院選挙,55173,福岡,40
2,20785,第27回参議院選挙,55174,佐賀,41
2,20785,第27回参議院選挙,55175,長崎,42
2,20785,第27回参議院選挙,55176,熊本,43
2,20785,第27回参議院選挙,55177,大分,44
2,20785,第27回参議院選挙,55178,宮崎,45
2,20785,第27回参議院選挙,55179,鹿児島,46
2,20785,第27回参議院選挙,55180,沖縄,47
